City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,creel,27.75,-107.6333,3.18,25,0,3.96,MX,1674437198
363,batemans bay,-35.7167,150.1833,20.61,63,84,3.6,AU,1674437198
364,agirish,61.9247,63.0231,-14.23,95,6,2.4,RU,1674437198
365,lagoa,39.05,-27.9833,15.06,81,0,9.63,PT,1674437199
366,casa nova,-9.4167,-41.1333,25.23,71,100,3.18,BR,1674437199
367,nyurba,63.2842,118.3319,-29.95,91,100,4.36,RU,1674437200
368,quelimane,-17.8786,36.8883,22.97,97,90,1.87,MZ,1674437200
369,soc trang,9.6033,105.98,26.18,77,100,5.03,VN,1674437200
370,ialibu,-6.2821,143.9935,20.0,71,99,1.67,PG,1674437202
371,northam,51.0333,-4.2167,5.34,81,98,3.32,GB,1674437202
372,mandal,25.45,74.5667,10.23,87,0,2.37,IN,1674437092
373,benjamin constant,-4.3831,-70.0311,24.07,98,98,0.48,BR,1674437203
374,kodinsk,58.6881,99.1844,-36.38,97,100,1.74,RU,1674437203
375,nouakchott,18.0858,-15.9785,15.96,43,0,4.2,MR,1674437204
376,reconquista,-29.15,-59.65,28.28,35,0,1.68,AR,1674437204
377,pionerskiy,54.9508,20.2275,-1.09,86,7,5.02,RU,1674437205
378,mindelo,16.8901,-24.9804,20.75,56,40,6.69,CV,1674437205
379,makasar,-5.14,119.4221,26.03,83,40,1.03,ID,1674437068
380,kunya,12.2233,8.5325,15.09,51,0,0.0,NG,1674437206
381,ayan,56.45,138.1667,-31.32,64,100,5.71,RU,1674437206
382,cascais,38.6979,-9.4215,10.52,52,0,9.83,PT,1674437207
383,korla,41.7597,86.1469,-13.02,71,0,2.78,CN,1674437207
384,chokurdakh,70.6333,147.9167,-43.52,100,67,2.09,RU,1674437207
385,bandarbeyla,9.4942,50.8122,23.45,69,48,6.96,SO,1674437208
386,tarrafal,15.2833,-23.7667,21.44,66,15,6.1,CV,1674437208
387,mitsamiouli,-11.3847,43.2844,25.83,85,100,4.68,KM,1674437208
388,fukue,32.6881,128.8419,11.2,71,75,7.72,JP,1674437209
389,luwuk,-0.9516,122.7875,27.65,77,100,0.33,ID,1674437209
390,rio gallegos,-51.6226,-69.2181,13.03,58,0,16.46,AR,1674437210
391,longyearbyen,78.2186,15.6401,2.91,81,75,6.69,SJ,1674437210
392,ust-kulom,61.6864,53.6902,-17.84,100,100,1.44,RU,1674437211
393,polunochnoye,60.8697,60.4153,-15.5,95,38,1.95,RU,1674437211
394,miyako,39.6367,141.9525,0.32,53,100,2.01,JP,1674437024
395,totskoye,52.5248,52.7623,-17.02,89,100,0.95,RU,1674437214
396,macamic,48.7502,-78.9996,-7.2,98,100,1.87,CA,1674437214
397,waipawa,-41.4122,175.5153,15.34,66,81,4.08,NZ,1674437215
398,adrar,20.5022,-10.0711,15.99,15,0,4.57,MR,1674437215
399,emba,48.8264,58.1442,-14.69,73,1,2.52,KZ,1674437215
400,sakakah,29.9697,40.2064,10.76,64,0,3.46,SA,1674437217
401,harlingen,26.1906,-97.6961,17.72,57,0,3.09,US,1674437217
402,omsukchan,62.5333,155.8,-32.95,98,100,2.98,RU,1674437217
403,mongo,12.1844,18.693,22.83,18,100,2.75,TD,1674437218
404,manado,1.487,124.8455,25.43,100,40,1.03,ID,1674437219
405,dunedin,-45.8742,170.5036,17.67,42,5,4.02,NZ,1674437168
406,asekeyevo,53.5742,52.7972,-15.02,93,100,0.63,RU,1674437219
407,avera,33.194,-82.5271,7.73,94,100,1.21,US,1674437220
408,krasnoarmeysk,51.0239,45.6969,-12.45,89,100,1.71,RU,1674437220
409,coueron,47.2151,-1.7217,-1.1,92,11,2.57,FR,1674437221
410,ankang,32.68,109.0172,6.19,41,100,1.65,CN,1674436965
411,porto-vecchio,41.591,9.2795,6.74,87,0,1.03,FR,1674437222
412,isangel,-19.55,169.2667,30.06,84,40,1.03,VU,1674437222
413,sao joao da barra,-21.6403,-41.0511,23.87,91,95,1.28,BR,1674437222
414,port lincoln,-34.7333,135.8667,19.77,70,100,4.73,AU,1674437223
415,labuhan,-6.8844,112.2051,26.73,80,96,2.3,ID,1674437223
416,marquette,46.5333,-87.6335,-4.42,93,100,1.52,US,1674437122
417,mahebourg,-20.4081,57.7,25.16,94,75,1.03,MU,1674437224
418,richards bay,-28.783,32.0377,22.05,91,21,2.02,ZA,1674437224
419,hit,33.6416,42.8251,11.52,49,0,2.59,IQ,1674437225
420,rawson,-43.3002,-65.1023,15.97,70,6,6.45,AR,1674437225
421,imbituba,-28.24,-48.6703,23.12,90,100,2.64,BR,1674437226
422,road town,18.4167,-64.6167,26.02,69,40,4.63,VG,1674437227
423,batagay-alyta,67.8006,130.4114,-30.38,99,98,0.37,RU,1674437227
424,ferrol,43.4832,-8.2369,5.95,81,26,2.45,ES,1674437227
425,bishop auckland,54.6555,-1.6771,4.07,91,100,1.34,GB,1674437228
426,sarai,53.7458,41.0213,-6.37,91,100,2.8,RU,1674437228
427,lorengau,-2.0226,147.2712,28.9,76,95,4.99,PG,1674437229
428,cururupu,-1.8283,-44.8683,23.58,95,0,1.66,BR,1674437229
429,carberry,49.8689,-99.3602,-5.87,89,100,5.68,CA,1674437231
430,mount isa,-20.7333,139.5,34.87,13,97,3.6,AU,1674437232
431,celestun,20.8667,-90.4,23.51,89,0,4.45,MX,1674437232
432,xinxiang,35.3089,113.8672,3.24,32,100,0.44,CN,1674436966
433,irbil,36.1926,44.0106,4.9,42,0,1.54,IQ,1674437233
434,haines junction,60.7522,-137.5108,-5.25,96,99,2.11,CA,1674437233
435,dickinson,29.4608,-95.0513,13.97,54,0,4.12,US,1674437234
436,cine,37.6117,28.0614,7.67,83,0,1.04,TR,1674437234
437,takoradi,4.8845,-1.7554,26.28,85,16,2.25,GH,1674437235
438,sao miguel do araguaia,-13.275,-50.1628,21.78,96,100,1.96,BR,1674437236
439,ouesso,1.6136,16.0517,20.86,42,34,0.94,CG,1674437236
440,vila do maio,15.1333,-23.2167,21.55,66,6,6.43,CV,1674437237
441,yantal,56.8471,105.2542,-40.13,96,41,1.86,RU,1674437237
442,el alto,-4.2714,-81.2147,22.81,77,15,2.31,PE,1674437238
443,bayir,37.2687,28.2167,4.29,75,0,0.76,TR,1674437238
444,sembe,1.6481,14.5806,22.21,49,20,0.48,CG,1674437239
445,dali,25.7,100.1833,4.16,52,100,1.91,CN,1674437125
446,jinji,23.2281,110.8261,14.06,80,100,1.65,CN,1674437240
447,maniitsoq,65.4167,-52.9,-4.14,95,100,5.94,GL,1674437240
448,jupiter,26.9342,-80.0942,25.03,78,75,1.34,US,1674437240
449,bereda,43.2686,-7.5406,-1.03,100,9,1.22,ES,1674437241
450,vila franca do campo,37.7167,-25.4333,14.23,88,36,5.29,PT,1674437241
451,black river,18.0264,-77.8487,23.51,80,0,3.72,JM,1674437242
452,buraydah,26.326,43.975,14.25,44,68,4.27,SA,1674437242
453,vetlanda,57.4289,15.0776,-5.03,99,46,0.39,SE,1674437242
454,dongying,37.4564,118.4856,-3.24,66,100,6.29,CN,1674437243
455,paralimni,35.0375,33.9833,9.49,70,0,4.36,CY,1674437243
456,the valley,18.217,-63.0578,25.46,72,5,8.48,AI,1674437244
457,maues,-3.3836,-57.7186,23.17,95,97,1.02,BR,1674437244
458,erenhot,43.6475,111.9767,-24.06,54,6,4.26,CN,1674437245
459,ararat,39.8317,44.7049,-4.81,46,100,1.75,AM,1674437245
460,along,28.1667,94.7667,8.58,75,49,0.68,IN,1674437245
461,timmins,48.4669,-81.3331,-4.1,86,100,1.03,CA,1674437246
462,kant,27.8,79.8,12.31,54,0,1.53,IN,1674437246
463,elizabeth city,36.2946,-76.2511,16.01,94,100,3.09,US,1674437247
464,cangas,42.2641,-8.7846,6.33,69,0,0.51,ES,1674437247
465,bom jardim,-7.7958,-35.5872,23.19,89,36,2.86,BR,1674437247
466,beloha,-25.1667,45.05,24.01,82,100,6.99,MG,1674437248
467,coquimbo,-29.9533,-71.3436,16.85,88,20,3.09,CL,1674437248
468,garowe,8.4054,48.4845,18.01,76,13,4.08,SO,1674437249
469,taos,36.4072,-105.5731,-1.22,64,0,2.57,US,1674437249
470,leningradskiy,69.3833,178.4167,-35.47,91,31,2.99,RU,1674437249
471,los llanos de aridane,28.6585,-17.9182,16.86,84,100,9.26,ES,1674437250
472,khaga,25.7833,81.1167,14.36,81,44,1.42,IN,1674437250
473,xam nua,20.4197,104.0439,15.12,56,4,0.44,LA,1674437251
474,metlika,45.6472,15.3142,2.86,96,100,4.43,SI,1674437251
475,filadelfia,39.9523,-75.1638,3.76,92,100,3.6,US,1674437251
476,pavilosta,56.8879,21.1859,-2.05,87,9,1.63,LV,1674437252
477,kavieng,-2.5744,150.7967,28.29,74,100,4.97,PG,1674437252
478,chapais,49.7834,-74.8492,-11.12,97,94,2.17,CA,1674437253
479,flin flon,54.7682,-101.865,-1.03,91,100,5.25,CA,1674437253
480,tomatlan,19.9333,-105.25,20.89,84,5,1.63,MX,1674437254
481,kunda,25.7167,81.5167,14.78,80,71,1.33,IN,1674437254
482,merke,42.8728,73.1786,-9.45,78,9,2.51,KZ,1674437254
483,sterling,39.0062,-77.4286,4.04,92,100,3.13,US,1674437255
484,hare bay,48.8499,-54.0148,-5.36,95,39,2.57,CA,1674437255
485,dzilam gonzalez,21.2833,-88.9333,24.49,83,68,3.13,MX,1674437256
486,juneau,58.3019,-134.4197,2.9,97,100,6.69,US,1674437256
487,tessalit,20.1986,1.0114,18.16,14,0,4.23,ML,1674437257
488,kijang,35.2442,129.2139,3.85,48,0,2.7,KR,1674437257
489,cochrane,51.1834,-114.4687,-0.85,68,0,2.57,CA,1674437258
490,trairi,-3.2778,-39.2689,24.5,89,42,3.27,BR,1674437258
491,tautira,-17.7333,-149.15,24.77,77,100,2.6,PF,1674437258
492,cheney,47.4874,-117.5758,-2.64,91,75,3.09,US,1674437259
493,batagay,67.6333,134.6333,-49.09,99,63,1.21,RU,1674437259
494,nattam,10.2333,78.2333,24.25,90,83,1.87,IN,1674437260
495,poso,-1.3959,120.7524,27.89,73,100,0.76,ID,1674437260
496,maragogi,-9.0122,-35.2225,26.11,82,6,4.47,BR,1674437261
497,ust-omchug,61.15,149.6333,-28.84,95,100,3.47,RU,1674437261
498,necochea,-38.5473,-58.7368,17.36,87,0,3.23,AR,1674437262
499,margate,51.3813,1.3862,4.83,75,6,1.79,GB,1674437262
500,huarmey,-10.0681,-78.1522,21.78,81,93,3.54,PE,1674437262
501,hami,42.8,93.45,-13.54,33,0,4.42,CN,1674437263
502,orodara,10.9492,-4.9342,23.93,15,0,1.25,BF,1674437263
503,gosainganj,26.5833,82.3833,14.52,63,57,2.82,IN,1674437264
504,palembang,-2.9167,104.7458,24.05,94,40,2.06,ID,1674436775
505,baymak,52.5933,58.3225,-6.7,76,100,4.36,RU,1674437264
506,sorland,67.667,12.6934,5.92,81,34,15.52,NO,1674437265
507,namibe,-15.1961,12.1522,22.43,81,100,2.1,AO,1674437265
508,tabou,4.423,-7.3528,25.59,86,45,3.17,CI,1674437266
509,saint anthony,45.0205,-93.218,-7.03,93,100,3.09,US,1674437267
510,byron bay,-28.65,153.6167,28.73,57,34,3.21,AU,1674437139
511,campbell river,50.0163,-125.2446,4.74,100,100,1.03,CA,1674437268
512,camden,39.7835,-74.9663,3.91,89,100,2.24,US,1674437268
513,sale,34.0389,-6.8166,10.91,93,0,0.0,MA,1674437268
514,wonthaggi,-38.6044,145.5913,21.79,63,0,1.8,AU,1674437269
515,derzhavinsk,51.1,66.3167,-13.99,84,100,4.4,KZ,1674437269
516,teya,60.3778,92.6267,-22.96,98,100,2.24,RU,1674437269
517,port hueneme,34.1478,-119.1951,15.83,52,0,0.0,US,1674437270
518,araouane,18.9048,-3.5265,18.5,14,0,4.66,ML,1674437270
519,ocos,14.5094,-92.1933,26.1,72,3,3.42,GT,1674437271
520,saint-francois,46.4154,3.9054,-0.31,86,100,4.12,FR,1674437271
521,dongsheng,39.8161,109.9776,-19.99,78,94,8.21,CN,1674437271
522,goure,13.9835,10.2704,19.35,11,54,3.57,NE,1674437272
523,ipatovo,45.7181,42.9036,-0.6,91,54,8.06,RU,1674437272
524,boyolangu,-8.1181,111.8935,26.46,76,100,0.61,ID,1674437273
525,ulaanbaatar,47.9077,106.8832,-42.93,59,0,2.0,MN,1674437216
526,rocha,-34.4833,-54.3333,19.6,72,74,1.43,UY,1674437274
527,shimoda,34.6667,138.95,7.2,67,100,5.33,JP,1674437274
528,pointe michel,15.25,-61.3833,25.65,71,74,7.05,DM,1674437274
529,chara,56.9064,118.2631,-34.28,89,100,0.87,RU,1674437275
530,biltine,14.5333,20.9167,21.55,15,7,3.83,TD,1674437275
531,hazorasp,41.3194,61.0742,-9.09,66,1,3.41,UZ,1674437276
532,ludvika,60.1496,15.1878,-15.22,97,81,2.6,SE,1674437276
533,yala,6.3333,101.25,23.18,95,91,0.91,TH,1674437277
534,tura,25.5198,90.2201,13.33,54,85,1.31,IN,1674437278
535,sangar,63.9242,127.4739,-47.13,96,99,1.67,RU,1674437278
536,buala,-8.145,159.5921,30.39,62,78,2.78,SB,1674437279
537,mossendjo,-2.9506,12.7261,20.32,99,100,1.05,CG,1674437279
538,colgong,25.2667,87.2167,13.64,68,5,1.29,IN,1674437280
539,sao felix do xingu,-6.6447,-51.995,22.02,97,100,0.28,BR,1674437280
540,camabatela,-8.1881,15.375,16.37,99,100,0.98,AO,1674437280
541,bundaberg,-24.85,152.35,30.12,62,16,2.24,AU,1674437281
542,mackenzie,55.2999,-123.1698,-2.88,80,100,4.63,CA,1674437281
543,emerald,-23.5333,148.1667,29.08,58,25,4.02,AU,1674437282
544,guerrero,17.6667,-100.0,18.97,66,8,2.18,MX,1674437282
545,west wendover,40.7391,-114.0733,-2.44,59,100,9.77,US,1674437283
546,pinega,64.7001,43.3936,-9.56,91,26,3.8,RU,1674437283
547,andra,62.5147,65.8878,-15.04,96,15,3.33,RU,1674437284
548,ancud,-41.8697,-73.8203,14.11,86,0,1.62,CL,1674437284
549,antofagasta,-23.65,-70.4,19.6,84,11,1.41,CL,1674437205
550,dori,14.0354,-0.0345,24.65,15,0,3.32,BF,1674437285
551,ponta delgada,37.7333,-25.6667,14.4,94,75,5.14,PT,1674437285
552,greeley,40.4233,-104.7091,-2.1,81,17,1.43,US,1674437286
553,swakopmund,-22.6833,14.5333,18.32,88,100,1.75,NA,1674437286
